reaction	left_comp	right_comp	left_smiles	right_smiles
DM9987	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC(=CC=C1CC(C(=O)O)N)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=CC(=CC=C1CC(C(=O)O)N)O
DM9988	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)C(C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)C(C(=O)O)N
DM9989	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC2=C(C(=C1)F)C(=CN2)CC(C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=CC2=C(C(=C1)F)C(=CN2)CC(C(=O)O)N
DM9990	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(C(C(=O)O)N)[Se]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(C(C(=O)O)N)[Se]
DM9991	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC=C(C=C1)CC(C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].C1=CC=C(C=C1)CC(C(=O)O)N.[H+]
DM9992	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N.[H+]
DM9993	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
DM9994	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5
DM9995	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O
DM9996	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1CC2C(=O)NC(C=NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N2C1)C(C)C)CCO)CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)CC6=CC=C(C=C6)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC(C)C1C(=O)NC(C(=O)N2CC(CC2C(=O)NC(C=NC(C(=O)NCC(=O)NC(C(=O)N1)CCC(=O)N)CC3=CC=C(C=C3)O)CC(C)C)C)CO
DM9997	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1CC2C(=O)NC(C=NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N2C1)C(C)C)CCO)CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)CC6=CC=C(C=C6)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC(C)C1C(=O)NC(C(=O)N2CC(CC2C(=O)NC(C=NC(C(=O)NCC(=O)NC(C(=O)N1)CCC(=O)N)CC3=CC=C(C=C3)O)CC4=CC=CC=C4)C)CO
DM9998	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1CC2C(=O)NC(C=NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N2C1)C(C)C)CCO)CC4=CC=C(C=C4)O)CC5=CC=C(C=C5)O)CC6=CC=C(C=C6)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC(C)C1C(=O)NC(C(=O)N2CC(CC2C(=O)NC(C=NC(C(=O)NCC(=O)NC(C(=O)N1)CCC(=O)N)CC3=CC=C(C=C3)O)CC4=CC=C(C=C4)C)C)CO
DM9999	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(CC(=CC(=O)N(C)C(CC1=CC=CC=C1)C2=NC=CS2)OC)C(Cl)(Cl)Cl	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(CC(=CC(=O)N(C)C(CC1=CC=CC=C1)C2=NC=CS2)OC)C(Cl)(Cl)Cl
DM10000	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1=C(C(=C(C(=C1Cl)O)Cl)OC)C(=O)OC(C(C)O)C(CC=O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC1CC1C2=NC(CS2)C=CCCC=CC=C(C)CCC(CC=C)OC
DM10001	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1=C(C(=C(C(=C1Cl)O)Cl)OC)C(=O)OC(C(C)O)C(CC=O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC1CC1C2=NC(CS2)C=CCCC=CC=C(C)CCC(CC=C)OC
DM10002	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CCCCCCCC(C(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N(C)C(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCCCCCCC(C(C(=O)N(C)C(CCS(=O)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)O)N
DM10003	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)C(C)C)C)C(=O)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)C(C)C)C)C(=O)O
DM10004	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CCC1CC(=O)OC(C(=O)N(C(C(=O)N(C(C(=O)NC(C2=NC(=CS2)C(=O)N1)C)CC3=CC=CC=C3)C)C(C)C)C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC1CC(=O)OC(C(=O)N(C(C(=O)N(C(C(=O)NC(C2=NC(=CS2)C(=O)N1)C)CC3=CC=CC=C3)C)C(C)C)C)C
DM10005	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1C2=NC(=C(O2)C)C(=O)NCC3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C(=O)N1)C(C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC1C2=NC(=C(O2)C)C(=O)NCC3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C(=O)N1)C(C)C
DM10006	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1C2=NC(=C(O2)C)C(=O)NCC3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C(=O)N1)C(C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC1C2=NC(=C(O2)C)C(=O)NCC3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C(=O)N1)CCSC
DM10007	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC1C2C(=O)NC(C3=NC(C(O3)C)C(=O)NC(C4=NC(C(O4)C)C(=O)NC(C(=N2)O1)C(C)C)C(C)C)C(C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC1C2C(=O)NC(C3=NC(C(O3)C)C(=O)NC(C4=NC(C(O4)C)C(=O)NC(C(=N2)O1)C(C)C)C(C)C)C(C)C
DM10008	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NC(CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)CC)N(C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NC(CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)CC)N(C)C
DM10009	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O
DM10010	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC(C)C)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)NC(CC(C)C)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O
DM10011	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)C)NC=O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5
DM10012	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN
DM10013	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CN1C=C(N=C1)CC(C(=O)O)NC(=O)CCN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CN1C=C(N=C1)CC(C(=O)O)NC(=O)CCN
DM10014	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)OC(C)C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)OC(C)C(=O)O)N
DM10015	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)NC(CO)C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)NC(CO)C(=O)O)N
DM10016	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(C(C(=O)NCC(=O)O)N)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(C(C(=O)NCC(=O)O)N)O
DM10017	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(CC(=O)O)C(C(=O)NC(CCC(=O)O)C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(CC(=O)O)C(C(=O)NC(CCC(=O)O)C(=O)O)N
DM10018	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(CC(=O)[O-])NC(=O)CC(C)NC(=O)CC(C(C)C)[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC(CC(=O)[O-])NC(=O)CC(C)NC(=O)CC(C(C)C)[NH3+]
DM10019	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)[O-])NC(=O)C(CCSC)[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)[O-])NC(=O)C(CCSC)[NH3+]
DM10020	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
DM10021	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)O
DM10022	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(CC(=O)NC(CS)C(=O)NCCC(=O)[O-])C(C(=O)[O-])[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(CC(=O)NC(CS)C(=O)NCCC(=O)[O-])C(C(=O)[O-])[NH3+]
DM10023	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CN1C=NC=C1CC(C(=O)O)NC(=O)CCN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CN1C=NC=C1CC(C(=O)O)NC(=O)CCN
DM10024	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)O)C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)O)C(=O)O)N
DM10025	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]
DM10026	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(C(=O)NCC(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(C(=O)NCC(=O)O)N
DM10027	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])C(=O)[O-])[NH3+]	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])C(=O)[O-])[NH3+]
DM10028	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N
DM10029	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N
DM10030	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)NCCCNCCCCNCCCNC(=O)C	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].CC(=O)NCCCNCCCCNCCCNC(=O)C
DM10031	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(CCNCCCNCCCN)CN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(CCNCCCNCCCN)CN
DM10032	a	b	O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(CCN=C(N)N)CNCCCN	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.[O-]P(=O)([O-])[O-].[H+].C(CCN=C(N)N)CNCCCN
